,name,titles,rating,comments
151,Sk R.,Not So Good. Better to go for iphone 13.,5.0,"Better to go for iphone 13, lots of problem in 12."
152,Jinesh Panchal,All okay except battery,5.0,"The product is  original and I'm completely satisfied with the size, before I thought  mini would  be cute and compact but as an android  user i feel 12 is compact and a little  bit smaller than norml android phones. Also the stock keyboard is very small so I use swift keyboard  so if you are planning  for mini  please  reconsider  your  thoughtsPros: Camera, Video, Audio, build quality, DisplayCons: Small keyboard, Going to previous screen is not easy like android, Case cover is must because  smudge comes easy in backside, Little  bit feeling hotter than Android.Update: After using it for a week, the battery is very very bad in ios 16, an android user will not feel good.But I use it on table, so it's not a problem for me. If I decide to use it for outdoor video recording, I'll definetly buy a powerbank, otherwise this will be a disaster."
153,Dhruv Malhotra,In hand feel Premium phone,4.0,"I am worried about delivery what's happened in my case because so many negative review and bettries issue but trust me guys when i open the box product is genuine and now blindly trust on Amazon delivery.Any i am using after 3 days phone my review is so called people complaint about bettery but trust me guys i am using 8-9 hours heavy use with out any heat and battery sudden drain if you use long time phone without battery drain, go to settings and general nd off background application use.Display and looks classy when i go to shop apply tuffon glasss all other person just see the phone and me😂Thanks Amazon"
154,aditya raj,Nice phone.,5.0,Camera is awesome.
155,Mr Adi,Wow experience,5.0,Best experience always
156,Yaswanth S.,Very good love it,3.0,"Good phone battery life is very good most loving part is camera is awasome, just perfect."
157,Rinky,Excellent product,5.0,Excellent product
158,Abhishek Tiwari,Small but powerful,5.0,I liked it. Enough battery for me a little bit heating issues I face but it will be solved by the updates I think
159,Ayush,O,5.0,Ok
160,Chandan Kumar,Very good mobile. Loved the premiumness.,5.0,Very good phone. Nice speed. Nice camera. Heats up while charging but cools down fast. Battery is average. Performance is very good. Hardware loved it. UI is smooth. But not so user friendly.
161,paresh pukale,Perfect quality,5.0,"                    The media could not be loaded.
                



 Perfect"
162,Yaswanth S.,Apple at its best,3.0,Apple at its best product…
163,Lonlie-San,All good,5.0,Received as expected and happy
164,Firjas Yousaf,Charger no,4.0,Am move on from samsung S series but i still not use iphone reason charger miss and data transfer is not easy for new phone. But ok.
165,Hrisha j.,exactly as described,5.0,It is a little heavy & cumbersome  to hold. If I had waited for a week more I would have got a discount of Rs. 7000/- approximately. Unfortunately I couldn't so ordered it a week before the big Amazon festival.
166,saikumar sudarsi,the best phone ever,5.0,the best phone i have ever purchased
167,Veena Teli,Good,5.0,Superb
168,Yaswanth S.,Different experience from android,3.0,Once you buy it you will feel the complete difference between android and ios. Ios is far better and no where comparable with android
169,Amazon Customer,Awesome IPHONE,5.0,Worth product
170,Piyush Kumar,Quality of service,3.0,"I was sceptical that might not be at par,But it is beautiful and work’s nicelyNo dent, great camera, light weight"
171,riju m.,Apple is best,5.0,"Like all apple products, this too is very good"
172,Nayan k.,Beast,5.0,"This is not an exaggerated review. I have used Xperia, Pixel, and iPhone most of the time. So far I have used Xperia Z/X/Z3 compact, Pixel 2/3/4A, iPhone 8/XR/11 and now using this iPhone 12.In my opinion, this is the best phone I have ever used and it is one of the best smartphones available in the market, even in 2022.Pros: Great display, buttery smooth performance, excellent RAM management, iCloud services, camera, and of course battery life. Initially, I was worried because of the battery life. Because on paper it is just a 2815 mAh battery. But the way the A14 chip manages the performance and battery is spectacular.Cons: No telephone lens. Though I hardly require it (but this is the only cons I think it has)."
173,Rahul sharma,Nice,5.0,
174,Yaswanth S.,Non performing battery life issue still continues with IPhone,3.0,I moved from IPhone 7 to 12 expecting the battery life to be much better but seems apple didn’t work much on improving battery life so not much satisfied after spending much to buy and upgrade
175,bharti,Honest Review after 1 Month,5.0,"This is my first IPhone , just amazing phone , battery backup is also as same as an android phone , Cameras are just amazing , no lag no glitch just smooth UI , and file sharing is also easy you can connect your windows pc to this iPhone, i dont know why people tells that you cannot connect to windows , overall i am telling its a very good phone ❤️"
176,Elias Khan,Very pretty,5.0,Phone works nicely and looks very pretty
177,Ritesh,Nice to hold!!!,5.0,I liked it so much!!!Very cool product .
178,Akash,Love it,5.0,Awesome after using 1 month love you apple
179,Aditya bagri,Got it safely.,5.0,"I got the 256gb variant for just 56.5k as I ordered it on 22nd sep and the prices had already dropped at 11:56pm, the sad part is that they keep increasing the price from the first day only. 6 days later, the price is now 62k. It came safely and works well. Always record an unboxing video and ask the derivery person to wait if possible (I didn’t make him wait in my case, just recorded unboxing). I checked everything and the serial no. on the apple site. I’ gonna use it in my mbbs journey that is about to start soon and I’m so glad. I was worried first because I had ordered my ipad pro in 2020 from the official site only and I have a hard time trusting online retailers for buying electronics but thankfully it’s authentic. Be careful and good luck guys!"
180,Yaswanth S.,Delivery so late & Delivery boy Very Rude,3.0,Product fine & Original but delivery is so lateBeware of Delivery person
181,Parm Dhaliwal,Excellent,5.0,Excellent
182,Raj Kumar Singh,iPhone the name is enough,5.0,It’s been a week using iPhone 12 I booked on 12:02am on prime day sale I got delivered morning after 11 am super fast delivery . First time iPhone user I had some difficulty getting to it but now fine  The battery backup i av to say one of the best being a heavy user lets say i charged up to 97% removed charger at 9am the time I am posting this I av remaining 57% at time 7:55pm. And I believe you all want to know about battery backup other things about iPhone ever kids knows so that’s it one of them best iPhone. Remember go for minimum 128 GB version
183,harry,No seal box,5.0,"I want to clarify one thing that when the phone was delivered to me it was just packed in the apple box and no other box was there. Also, there were no seals on the box. How could I say that my product is genuine. Please help me."
184,Pankaj singh,The best,3.0,The best at the price of 40k
185,Bassu,Battery performance is little poor,3.0,Great product
186,Yaswanth S.,working nice,3.0,everthing is nice...in i phone
187,Ankit,100/100,5.0,Great device
188,racchit gupta,Package not sealed!!,5.0,"The iPhone plastic seal just before opening your iphone box was open, it was not sealed!! Very disappointed about that, when you buy 50k worth phone and it doesn't even come properly sealed. The plastic cover was not sealed in that case anything could have happened to my phone there is no guarantee that it was even a new phone. It should be sealed!!!! Seller please do not do this to any other buyer. It's very disappointing.It got me very worried so i check everything. IMEI, model no., Serial no. on apple website, Siri, etc... Anyways so far everything matched... so little relief.BUT HONESTLY SENDING OPENED PACKAGE WAS VERY DISAPPOINTING!!! HOW WOULD THEBUYER EVER TRUST IF AN OPENED PACKAGE IS SENT."
189,Ranit Kumar Dholey,Genuine product,5.0,"Genuine product , you can trust flipkart for smart phones"
190,Kamal Krishna Mondal,Worthy as expected,5.0,Include adopter with mobile other wise it is useless
